iter	RMSE
115	0.1469110577
116	0.1467233384
117	0.1466406723
118	0.1464852454
119	0.146415106
120	0.1463615563
121	0.1461635764
122	0.1459809232
123	0.1457811873
124	0.1456994097
125	0.1455360428
126	0.1453756165
127	0.1452130993
128	0.1451306508
129	0.1449225701
130	0.1448061912
131	0.1447583087
132	0.1446465426
133	0.1444741699
134	0.1443794963
135	0.1439789173
136	0.1437271485
137	0.143644739
138	0.143329028
139	0.1431360489
140	0.1430541925
141	0.1427780524
142	0.1426488774
143	0.1424704086
144	0.1421991481
145	0.1420926108
146	0.141876821
147	0.1416630084
148	0.1415386327
149	0.1414935583
150	0.1411782925
151	0.1410502064
152	0.1409135887
153	0.14074617
154	0.140540364
155	0.1404392527
156	0.1402033971
157	0.1400730092
158	0.1398823447
159	0.1398354792
160	0.1397538636
161	0.1395921077
162	0.139547584
163	0.1393523502
164	0.139199145
165	0.1391484201
166	0.1389605145
167	0.138789747
168	0.1385420139
169	0.1384197146
170	0.1382816154
171	0.1381144284
172	0.1379174129
173	0.1377824792
174	0.1376727884
175	0.1375297195
176	0.137387101
177	0.1372562225
178	0.1371317428
179	0.1369941748
180	0.1368372024
181	0.136743461
182	0.1365840751
183	0.1365067828
184	0.1364818246
185	0.1363336015
186	0.136187599
187	0.1361629997
188	0.1360438056
189	0.135986813
190	0.1359145453
191	0.1357834774
192	0.1356034828
193	0.1355756681
194	0.1354718478
195	0.1353396484
196	0.1352365878
197	0.1351151718
198	0.1349741549
199	0.1348518469
200	0.1347005121
201	0.1345934973
202	0.1344723777
203	0.1343451761
204	0.1342657301
205	0.1342635874
206	0.1341322282
207	0.1339607
208	0.133870932
209	0.133771251
210	0.1336610628
211	0.1336562249
212	0.1335801158
213	0.133459961
214	0.1334211419
215	0.133325907
216	0.1331985477
217	0.1330011976
218	0.1329970346
219	0.1328293436
220	0.1327371538
221	0.1326275317
222	0.132529129
223	0.1324519396
224	0.1323085427
225	0.1322714316
226	0.1321614089
227	0.1321225887
228	0.1320178724
229	0.1319816175
230	0.1319215853
231	0.1318173829
232	0.1317421088
233	0.1315989796
234	0.1314939089
235	0.1314795536
236	0.1314086501
237	0.1313855862
238	0.1313392272
239	0.1313265071
240	0.1311845075
241	0.1311724731
242	0.1310637572
243	0.1309979909
244	0.1309620287
245	0.1308997056
246	0.1308331624
247	0.1307815244
248	0.130752265
249	0.1306313025
250	0.1305922046
251	0.1305618298
252	0.1305300555
253	0.1304313728
254	0.1303533586
255	0.1302639261
256	0.130077187
257	0.1299859389
258	0.1299238906
259	0.1297835812
260	0.12975622
261	0.1297466103
262	0.1296701939
263	0.1295741921
264	0.1294024786
265	0.1293580445
266	0.129280269
267	0.1292509515
268	0.1291884554
269	0.1291078009
270	0.1289061826
271	0.1288043251
272	0.1287614638
273	0.1286839363
274	0.1285782749
275	0.1285295232
276	0.128484896
277	0.1284278058
278	0.1283270161
279	0.1283187301
280	0.1282479138
281	0.12804191
282	0.1278843375
283	0.12781094
284	0.1277432725
285	0.1276543046
286	0.1276037172
287	0.1275304549
288	0.1274712456
289	0.1272956388
290	0.1272076429
291	0.1271715307
292	0.1271193751
293	0.1270617417
294	0.1270184732
295	0.1269354623
296	0.1268621063
297	0.1268123576
298	0.1268050301
299	0.1267471475
300	0.1266087875
301	0.1265229724
302	0.1265076408
303	0.1264815037
304	0.1264677892
305	0.1264218755
306	0.1263480409
307	0.1262135554
308	0.1262070168
309	0.1261436825
310	0.1260874807
311	0.1260207366
312	0.1258410082
313	0.1258201153
314	0.1257806359
315	0.1256953689
316	0.1256054301
317	0.1255476655
318	0.1255079018
319	0.1254664852
320	0.1253990701
321	0.1253602269
322	0.1253276833
323	0.1252799793
324	0.1252481611
325	0.1252029645
326	0.1251464578
327	0.1251109287
328	0.1250760509
329	0.1250467485
330	0.1249169209
331	0.1248318754
332	0.1247392076
333	0.1246514495
334	0.1246292749
335	0.1245893267
336	0.1245249587
337	0.1244847908
338	0.1244483984
339	0.1244039327
340	0.1243725194
341	0.1243358964
342	0.1242872594
343	0.1241212552
344	0.1240820159
345	0.1240213067
346	0.1239807306
347	0.1238644344
348	0.1238075473
349	0.1237705772
350	0.1237110071
351	0.1236399082
352	0.1235620654
353	0.1235298724
354	0.1234717517
355	0.1234063402
356	0.1233535913
357	0.1233007523
358	0.1232529714
359	0.1231647145
360	0.1231239266
361	0.1231042658
362	0.123081709
363	0.1230584549
364	0.1229470344
365	0.1229191391
366	0.122854667
367	0.1228038758
368	0.1227715326
369	0.1227106361
370	0.1226708331
371	0.12263122
372	0.1225659098
373	0.1224921998
374	0.1224665146
375	0.1224229954
376	0.1223941333
377	0.1223277972
378	0.1222698632
379	0.1221712741
380	0.1221398793
381	0.1221079371
382	0.1220350209
383	0.1218942568
384	0.1218293039
385	0.1217552814
386	0.1217392457
387	0.1216548132
388	0.1215721226
389	0.1215203014
390	0.1214435545
391	0.1214085723
392	0.121395928
393	0.1213621132
394	0.1212750492
395	0.1211872308
396	0.1211485341
397	0.1210650708
398	0.1210329547
399	0.1210064321
400	0.1209096804
401	0.1208692104
402	0.1208398988
403	0.1208030965
404	0.1207345836
405	0.1206936508
406	0.1206654676
407	0.1206395709
408	0.1206115355
409	0.1205812111
410	0.1205440431
411	0.1205078354
412	0.1204684904
413	0.1204429484
414	0.1204239155
415	0.1203958953
416	0.1203724598
417	0.1202673257
418	0.1201874459
419	0.1200855883
420	0.120059111
421	0.1200359051
422	0.1200064089
423	0.1199770121
424	0.11994926
425	0.1198952163
426	0.1198647992
427	0.1197827952
428	0.119728873
429	0.1196468759
430	0.1196126483
431	0.1195914751
432	0.1195742974
433	0.1195288914
434	0.1194548487
435	0.1194197792
436	0.1193864496
437	0.119315588
438	0.1192570697
439	0.1191951106
440	0.119154123
441	0.1191332819
442	0.1190813798
443	0.1190384945
444	0.1189938637
445	0.1189604477
446	0.1189287445
447	0.1188855474
448	0.1188217894
449	0.1187704551
450	0.1187435752
451	0.1187178065
452	0.118669656
453	0.1186472349
454	0.1185945926
455	0.1185620497
456	0.1184800091
457	0.1183882944
458	0.1183566956
459	0.1183182196
460	0.1182733222
461	0.1182522381
462	0.118164458
463	0.1181188286
464	0.11809803
465	0.1180395428
466	0.1180218054
467	0.1180034133
468	0.1179830657
469	0.1179441265
470	0.1178507388
471	0.1178235817
472	0.1177755394
473	0.1177486829
474	0.1177153369
475	0.1176709075
476	0.1176491427
477	0.1175734911
478	0.1174612383
479	0.1174134314
480	0.1173973836
481	0.1172754624
482	0.1172243806
483	0.1171741167
484	0.1171494965
485	0.1170965716
486	0.1170572493
487	0.1170279351
488	0.1169195737
489	0.1169144126
490	0.1168588822
491	0.1168225347
492	0.1167878896
493	0.1166926645
494	0.1166695629
495	0.1166070519
496	0.1165824926
497	0.116573212
498	0.1165584394
499	0.1164622545
500	0.1164263802
501	0.1163522312
502	0.1163219984
503	0.11626803
504	0.116220608
505	0.1161804575
506	0.116153017
507	0.1160305515
508	0.1159736228
509	0.1158948187
510	0.1158719351
511	0.1158457342
512	0.1158220655
513	0.1157775741
514	0.1157259566
515	0.115617545
516	0.1155746092
517	0.1155310635
518	0.1155115967
519	0.1154851787
520	0.1154170037
521	0.1153667455
522	0.1153169403
523	0.1152398044
524	0.1151870493
525	0.1151695251
526	0.1151295896
527	0.1150875284
528	0.1150025785
529	0.1149860933
530	0.114916387
531	0.1148970435
532	0.1148649338
533	0.1148358966
534	0.1148112229
535	0.1147160441
536	0.1146862536
537	0.1146402663
538	0.1145704083
539	0.1144952169
540	0.1144517907
541	0.1144275262
542	0.1143978547
543	0.1143859134
544	0.1143604209
545	0.1143580927
546	0.1143005802
547	0.1142346897
548	0.1141572479
549	0.1141299051
550	0.1141168599
551	0.1140892711
552	0.1140647307
553	0.1140455147
554	0.1139961947
555	0.1139819379
556	0.1139439301
557	0.1138979387
558	0.1138319612
559	0.1137632971
560	0.1137558889
561	0.113737653
562	0.1137168152
563	0.1136732431
564	0.1136443655
565	0.1136187259
566	0.1135795518
567	0.1135406795
568	0.1135072661
569	0.1134828881
570	0.1134604848
571	0.1134099833
572	0.1133881772
573	0.1133099201
574	0.1132439066
575	0.1132056602
576	0.11314418
577	0.1131287929
578	0.1130329774
579	0.1129971596
580	0.1129586656
581	0.1129462743
582	0.1129240566
583	0.1128824734
584	0.1128453091
585	0.1127895714
586	0.1127414139
587	0.112730859
588	0.112713794
589	0.1127080173
590	0.1126817935
591	0.1126335963
592	0.1125665829
593	0.1125373647
594	0.1125208621
595	0.1124771069
596	0.1124425155
597	0.1124285729
598	0.1123949676
599	0.1123467205
600	0.1122824856
601	0.1122319021
602	0.1121947354
603	0.1121840086
604	0.1121526782
605	0.1121041245
606	0.1120818751
607	0.1120155274
608	0.1119659178
609	0.1118688223
610	0.1118293856
611	0.1117948745
612	0.1117539191
613	0.1117030139
614	0.1116820087
615	0.1116367659
616	0.1115600438
617	0.111552832
618	0.1115127951
619	0.1114343893
620	0.1113680829
621	0.1113540729
622	0.1113322694
623	0.1113008187
624	0.1112990076
625	0.1112616767
626	0.111231615
627	0.1111861381
628	0.1111707611
629	0.1111346357
630	0.1110766092
631	0.111048609
632	0.111032314
633	0.1110090036
634	0.1109731191
635	0.1109550305
636	0.1108834644
637	0.1108449934
638	0.1108153898
639	0.1107849848
640	0.1107303511
641	0.1106984828
642	0.1106682723
643	0.1106566656
644	0.1106140758
645	0.1105830029
646	0.1105708222
647	0.1105522343
648	0.1105142497
649	0.1104735393
650	0.1103902946
651	0.1103290439
652	0.1103271386
653	0.1102873661
654	0.1102333163
655	0.1102096855
656	0.1101462199
657	0.1101356024
658	0.1100412562
659	0.1099877971
660	0.1099424574
661	0.1099042886
662	0.1098769315
663	0.109875377
664	0.1098577718
665	0.1097935659
666	0.109782499
667	0.1097578846
668	0.1097485047
669	0.109715617
670	0.1097081122
671	0.1096298747
672	0.1095853828
673	0.1095233457
674	0.1094855239
675	0.1094742988
676	0.1094408921
677	0.1094204743
678	0.1093814569
679	0.1093653225
680	0.1093392566
681	0.1093309086
682	0.1092217876
683	0.1092022925
684	0.1091820263
685	0.1091491464
686	0.1091161891
687	0.1090544445
688	0.1089718947
689	0.1089481001
690	0.1089297066
691	0.1089211706
692	0.1088809122
693	0.1088795068
694	0.1088409304
695	0.108839568
696	0.1088031866
697	0.108750962
698	0.1086931403
699	0.1085957887
700	0.1085631937
701	0.1085163703
702	0.1084867748
703	0.1084441062
704	0.1084096562
705	0.1084083267
706	0.1083937039
707	0.1083362771
708	0.1083039605
709	0.108266346
710	0.1082270112
711	0.1081989494
712	0.1081730088
713	0.108164238
714	0.10815144
715	0.1080923987
716	0.1080911265
717	0.1080543559
718	0.1080531346
719	0.1080292684
720	0.1079906125
721	0.1079544272
722	0.1079412846
723	0.1079301821
724	0.1078527072
725	0.10783451
726	0.1077943448
727	0.1077455664
728	0.1077237189
729	0.1077166966
730	0.1076642237
731	0.1076322379
732	0.1075893822
733	0.1075458946
734	0.1074938582
735	0.107485576
736	0.1074492296
737	0.1074062931
738	0.1073726302
739	0.1073149862
740	0.107290464
741	0.1072005822
742	0.1071993952
743	0.1071914576
744	0.1071430397
745	0.1070856391
746	0.1070685354
747	0.1070608949
748	0.1070292333
749	0.1070280974
750	0.106990013
751	0.1069602337
752	0.1069442117
753	0.1069022346
754	0.1068340112
755	0.1068154253
756	0.1068022325
757	0.1067879236
758	0.1067842621
759	0.1067100747
760	0.1066527868
761	0.1065839092
762	0.1065759909
763	0.1065467302
764	0.1065351209
765	0.1065103246
766	0.1064780223
767	0.1064632533
768	0.1064559176
769	0.1063914885
770	0.1063776278
771	0.1063548327
772	0.1063393825
773	0.1062673306
774	0.1062611036
775	0.1062458809
776	0.106222781
777	0.1061830849
778	0.1061659112
779	0.1061331625
780	0.1060883568
781	0.1060744677
782	0.1060222244
783	0.105989097
784	0.1059569258
785	0.1059403745
786	0.1059120818
787	0.1058774975
788	0.105864906
789	0.105848037
790	0.1057596015
791	0.1057428366
792	0.105688512
793	0.1056450003
794	0.1055993297
795	0.1055679269
796	0.1055357803
797	0.1055154912
798	0.1055059719
799	0.1054929825
800	0.1054716062
801	0.1054446447
802	0.1054040544
803	0.1053755608
804	0.1053481667
805	0.1053054526
806	0.105238519
807	0.1052179446
808	0.1051968149
809	0.1051647683
810	0.1051483544
811	0.1051070125
812	0.1049938976
813	0.1049430116
814	0.104882533
815	0.104822164
816	0.1047435517
817	0.104696122
818	0.1046943295
819	0.1046934269
820	0.104675001
821	0.1046733184
822	0.1046445065
823	0.1046436545
824	0.1046082164
825	0.1045856393
826	0.1045675424
827	0.1045334928
828	0.104488051
829	0.1044632782
830	0.1044344025
831	0.1044100095
832	0.1043978237
833	0.1043785711
834	0.1043381945
835	0.1043101204
836	0.1042628901
837	0.1042198988
838	0.104179805
839	0.1041573336
840	0.1041486604
841	0.1041132049
842	0.104099269
843	0.1040597984
844	0.1040438398
845	0.1040173208
846	0.1039743574
847	0.1039329343
848	0.1039089761
849	0.1038854211
850	0.1038741975
851	0.1038436763
852	0.1038266235
853	0.1038099695
854	0.1037831467
855	0.1037478476
856	0.1037107176
857	0.1036901343
858	0.1036892949
859	0.1036634918
860	0.1036082111
861	0.1035802253
862	0.1035598786
863	0.1035270187
864	0.103508909
865	0.1034887855
866	0.1034535792
867	0.1034298949
868	0.1034212833
869	0.103381173
870	0.1033460213
871	0.1033281381
872	0.1032894719
873	0.1032645284
874	0.1032402819
875	0.1032316883
876	0.1032066836
877	0.1031965494
878	0.1031507975
879	0.1031394158
880	0.1031265905
881	0.1031033232
882	0.1030877071
883	0.1030685972
884	0.1030277577
885	0.1029944754
886	0.1029471378
887	0.102923407
888	0.1029120528
889	0.1028698216
890	0.1028351903
891	0.1027638172
892	0.1027467629
893	0.1027297039
894	0.1027194374
895	0.1026820912
896	0.1026624393
897	0.1026383451
898	0.1026149832
899	0.1025747358
900	0.1025327397
901	0.1025001437
902	0.1024413926
903	0.1023449124
904	0.1023277753
905	0.1023146117
906	0.1022775726
907	0.1022547598
908	0.1022463765
909	0.102202628
910	0.1021262051
911	0.1020992406
912	0.1020893868
913	0.1020686743
914	0.1020544356
915	0.1020334488
916	0.1020036612
917	0.1019771737
918	0.1019601244
919	0.1019493606
920	0.1019265244
921	0.1018850766
922	0.1018662146
923	0.1018373233
924	0.1017965921
925	0.1017838811
926	0.1017625434
927	0.1017502598
928	0.1016432273
929	0.1016124836
930	0.1015930777
931	0.1015685322
932	0.1015582067
933	0.1015001431
934	0.1014276745
935	0.1014103537
936	0.1013418506
937	0.1013084272
938	0.1012174853
939	0.1011560489
940	0.1011103858
941	0.1010799692
942	0.1010722891
943	0.1010533575
944	0.1009752398
945	0.1009435626
946	0.1009031621
947	0.1008604862
948	0.100823909
949	0.1008015797
950	0.1007578105
951	0.1007411002
952	0.1007285932
953	0.1007082631
954	0.1006965609
955	0.1006843055
956	0.1006159278
957	0.1006051902
958	0.1005864365
959	0.1005736367
960	0.1005661676
961	0.1005560658
962	0.1005517446
963	0.1005189587
964	0.1004627306
965	0.1004551733
966	0.100422553
967	0.10041055
968	0.1003833295
969	0.1003734932
970	0.1003596109
971	0.1003362595
972	0.1003074788
973	0.1002982505
974	0.100253973
975	0.1002416227
976	0.1002056623
977	0.1001923082
978	0.1001450777
979	0.1000911197
980	0.1000560478
981	0.1000088461
982	0.09996928262
983	0.09995631036
984	0.09993858956
985	0.09993146573
986	0.0999227281
987	0.09989085694
988	0.09986148194
989	0.0998288822
990	0.09979117908
991	0.09976480301
992	0.09974163022
993	0.09973067005
994	0.09969815517
995	0.09968030779
996	0.09965849138
997	0.09964752989
998	0.09963815934
999	0.09956906307
