iter	RMSE
551	0.7413725327
552	0.7401533643
553	0.7391174534
554	0.7377156272
555	0.7366509527
556	0.736325641
557	0.7356874615
558	0.7344372496
559	0.7337922196
560	0.7328969571
561	0.7325995242
562	0.7313664053
563	0.7308583686
564	0.7297595214
565	0.7284134357
566	0.7277507042
567	0.726526641
568	0.7251636205
569	0.7237493002
570	0.7229707567
571	0.7220320776
572	0.7212666618
573	0.7199934643
574	0.7190648875
575	0.7180316826
576	0.7170817303
577	0.7163742444
578	0.7155437488
579	0.7149476375
580	0.7138476463
581	0.7130371765
582	0.7122563322
583	0.7113042511
584	0.7098509981
585	0.709327518
586	0.7080525096
587	0.7069287849
588	0.7064629046
589	0.7056536148
590	0.7046782256
591	0.7038693871
592	0.7032893441
593	0.7026023332
594	0.7014206377
595	0.7005735227
596	0.6999366001
597	0.6989953992
598	0.697987025
599	0.6973476673
600	0.6963256995
601	0.6953484337
602	0.694817023
603	0.6938520951
604	0.6927238711
605	0.6920080029
606	0.6914261277
607	0.6907956237
608	0.6899370234
609	0.6888099449
610	0.6883145206
611	0.6875710973
612	0.6866541525
613	0.6861684462
614	0.6853639115
615	0.6844845414
616	0.6837662795
617	0.6829963309
618	0.6821740474
619	0.6810185713
620	0.6801355446
621	0.6792174536
622	0.678345638
623	0.6777412463
624	0.6770216045
625	0.6767555968
626	0.6758801162
627	0.6753925508
628	0.674743816
629	0.6739996676
630	0.6735496566
631	0.6724670405
632	0.6723166838
633	0.6716877959
634	0.6712431154
635	0.6706120152
636	0.6700762949
637	0.6692483394
638	0.6687269035
639	0.6683594896
640	0.6676522136
641	0.6668988366
642	0.6668100356
643	0.6661777568
644	0.665691845
645	0.6649148743
646	0.664476021
647	0.6637765338
648	0.6637060377
649	0.6629743704
650	0.662271515
651	0.6617207693
652	0.6612448439
653	0.6611019689
654	0.660504846
655	0.6599624485
656	0.6596204252
657	0.6590041972
658	0.6579320205
659	0.6571481988
660	0.6568602006
661	0.6563217478
662	0.6559228137
663	0.6550722004
664	0.6544711932
665	0.6541050221
666	0.6540417044
667	0.6534199811
668	0.652105296
669	0.651471831
670	0.6503690016
671	0.6499063886
672	0.6492895983
673	0.6487834488
674	0.64815305
675	0.6473515899
676	0.6465210958
677	0.6462188351
678	0.6458563811
679	0.6452989203
680	0.6446096614
681	0.6440620018
682	0.6435499263
683	0.6434404684
684	0.6429733122
685	0.6425534008
686	0.6414274864
687	0.640634577
688	0.6401563665
689	0.6395401049
690	0.6392661837
691	0.6381494977
692	0.6376931712
693	0.6371364869
694	0.6361094572
695	0.6356849195
696	0.6352693117
697	0.6346521648
698	0.6340248649
699	0.6336435935
700	0.6332968041
701	0.6331099236
702	0.6322569828
703	0.6322228283
704	0.6317138648
705	0.6314026652
706	0.6308717728
707	0.629979329
708	0.6291253
709	0.6283793172
710	0.6279429803
711	0.6273009162
712	0.6267355318
713	0.6260737743
714	0.6255102593
715	0.624758081
716	0.6243288556
717	0.623623433
718	0.6232958635
719	0.6229916076
720	0.6224551405
721	0.6218717818
722	0.621107962
723	0.6206720167
724	0.6200527133
725	0.6191501863
726	0.6182194177
727	0.6175513737
728	0.6169213933
729	0.6166294555
730	0.6161890002
731	0.6155901003
732	0.6149367831
733	0.6142952584
734	0.6139392897
735	0.6134103532
736	0.6128833399
737	0.6122134713
738	0.6119156485
739	0.6110555696
740	0.6105327242
741	0.6094604318
742	0.6088222302
743	0.6082108502
744	0.6075555554
745	0.6066002064
746	0.6057874489
747	0.6055280756
748	0.6048217926
749	0.6041829385
750	0.603568578
751	0.6033090853
752	0.6026619299
753	0.6020242373
754	0.6013340062
755	0.6006610205
756	0.6000476282
757	0.5994750104
758	0.5992117685
759	0.5982304168
760	0.5977819599
761	0.5970255116
762	0.5963204649
763	0.5956492061
764	0.5953599003
765	0.5950077612
766	0.5943324212
767	0.593800518
768	0.5934127376
769	0.5929559033
770	0.5926628845
771	0.5923123754
772	0.5919824757
773	0.5914871897
774	0.59067939
775	0.5902245653
776	0.589399227
777	0.5888753339
778	0.5882255054
779	0.5875563375
780	0.5870097742
781	0.5864334696
782	0.5860319716
783	0.5856782301
784	0.5851894345
785	0.5846858496
786	0.5843436827
787	0.5839856636
788	0.5835289161
789	0.5831013008
790	0.5826741524
791	0.5822025738
792	0.5818500299
793	0.5815361647
794	0.5808837255
795	0.5804023899
796	0.5799811887
797	0.5794404402
798	0.5791145026
799	0.5786946825
800	0.5784522048
801	0.5777171982
802	0.5770181297
803	0.5766350437
804	0.5761811659
805	0.5757593033
806	0.5752256287
807	0.5752170085
808	0.5749444492
809	0.5745349713
810	0.5742403691
811	0.5739468987
812	0.5734638659
813	0.5729406994
814	0.5725287277
815	0.5718618175
816	0.5714229693
817	0.5711334019
818	0.5706691284
819	0.570203193
820	0.5699902839
821	0.5694142146
822	0.5691866783
823	0.5688552538
824	0.5684036963
825	0.5677565632
826	0.567366817
827	0.5666262626
828	0.56625732
829	0.56564975
830	0.5652200023
831	0.564575148
832	0.5640216199
833	0.5637212234
834	0.5632932571
835	0.5629093526
836	0.5626179135
837	0.5621573621
838	0.5615159753
839	0.5609764971
840	0.5606389498
841	0.5604976458
842	0.5601330646
843	0.5599592851
844	0.5596705077
845	0.5594123478
846	0.5589913166
847	0.5586930138
848	0.5583580458
849	0.5581096986
850	0.5576748349
851	0.5572424766
852	0.5568156823
853	0.5566111821
854	0.5561782904
855	0.5557902256
856	0.5554038987
857	0.5547583253
858	0.5543624312
859	0.5542023248
860	0.5538981285
861	0.5534731313
862	0.5529231595
863	0.5525785256
864	0.5522838919
865	0.5520052691
866	0.5517368373
867	0.5511255306
868	0.5510891157
869	0.5505414381
870	0.5502104705
871	0.5496254515
872	0.5492279883
873	0.5488939754
874	0.5485088616
875	0.5480206808
876	0.5479943419
877	0.5477601609
878	0.5473872004
879	0.547109274
880	0.5466985472
881	0.5462817441
882	0.5457705418
883	0.5455114847
884	0.5449702281
885	0.5447796975
886	0.5445821223
887	0.5441293534
888	0.5437318883
889	0.5431971565
890	0.5430297275
891	0.5426680637
892	0.5421943425
893	0.5420105177
894	0.541623063
895	0.5412259608
896	0.5405181103
897	0.5402753662
898	0.5397979698
899	0.5394317922
900	0.5388050266
901	0.5384227906
902	0.5381724299
903	0.5377101685
904	0.5374001596
905	0.5371958785
906	0.5370191669
907	0.5366943001
908	0.5361550782
909	0.5359055016
910	0.5354331213
911	0.5347937867
912	0.5345670563
913	0.5342579945
914	0.5340371126
915	0.5339642085
916	0.5336415559
917	0.5333801655
918	0.5327253881
919	0.5322888922
920	0.5320374164
921	0.5315455572
922	0.5314309399
923	0.5311243923
924	0.5308256894
925	0.5306616504
926	0.5302462735
927	0.5297796084
928	0.5294684734
929	0.529185781
930	0.5288954004
931	0.5286836738
932	0.5284284259
933	0.5280373765
934	0.5276885661
935	0.527382678
936	0.5271213058
937	0.5269633855
938	0.5267480987
939	0.5264523871
940	0.5262715273
941	0.5259945303
942	0.5254791752
943	0.5252748393
944	0.5250389604
945	0.5247249062
946	0.5244592603
947	0.5240629224
948	0.5235882677
949	0.5232712647
950	0.52294499
951	0.5225702455
952	0.5225625438
953	0.5221943278
954	0.5219036799
955	0.5216154342
956	0.5213255176
957	0.5209343165
958	0.5206578642
959	0.5201574631
960	0.5199480954
961	0.5193772278
962	0.5191468825
963	0.5186899899
964	0.5184365472
965	0.5181651256
966	0.5181386387
967	0.5177331143
968	0.5174627541
969	0.5169854155
970	0.5167197328
971	0.5165011034
972	0.516159521
973	0.5157402312
974	0.5154352549
975	0.515050045
976	0.5148437721
977	0.5145177814
978	0.5141867419
979	0.5140092326
980	0.5136571376
981	0.5132931639
982	0.5129992619
983	0.512549363
984	0.5122623201
985	0.5120963721
986	0.5117044925
987	0.5115416245
988	0.5112836263
989	0.5110086828
990	0.5107637077
991	0.5105040177
992	0.5102172741
993	0.5100116208
994	0.5096686776
995	0.5093198482
996	0.5087848344
997	0.5086044408
998	0.5083409492
999	0.5079823521
